"run","trend_true","trend_est_q025","trend_est_q500","trend_est_q975","cov","max_Rhat","n_counts","n_counts_w_SE"
71,0.424045054004907,0.19817187238461,1.0417307255336,1.94285451883576,TRUE,1.02686742023796,66,43
72,3.26134936437887,2.93309713007565,4.90429913456135,6.57029304014517,TRUE,1.03128117921012,65,43
73,-0.811245125120341,-2.28334527005437,-1.4408482696058,-0.725996601482452,TRUE,1.04780086553872,58,38
74,0.575536623635542,-0.865622982101718,0.331804833513549,1.36748836428997,TRUE,1.13784533228425,60,39
75,0.668307138212354,-0.28743007634105,1.00888379510963,2.18032085879087,TRUE,1.05175098726759,60,39
76,1.78165314376599,-0.201935174124936,0.57408119017921,1.26595738938699,FALSE,1.28269742011556,68,45
77,0.650627460257769,-1.28237992391683,-0.306866108825882,0.46999615615621,FALSE,1.02768010689411,66,43
78,2.58687659616497,2.24852629129486,3.06634706267007,3.90582007925876,TRUE,1.03673908529878,55,36
79,2.23228441871746,-0.397165987038002,0.465165780756405,1.35422906462169,FALSE,1.24672003096355,69,45
80,-0.848383904406347,-1.67510067525016,-1.06386211094535,-0.431335831971405,TRUE,1.03114515696205,63,41
81,4.13505860361736,-2.25531833649487,0.76961598406512,3.80529563650416,FALSE,1.03943286066518,62,41
82,2.25122588499842,0.476299992975612,1.46914705370553,2.45009212505091,TRUE,1.03021900302575,64,42
83,-0.883528364171138,-2.44429301016745,-0.94369471938639,0.335661935093411,TRUE,1.03592503635756,52,34
84,1.67952566810261,0.244882378209628,1.24231659903322,1.99315329214828,TRUE,1.27509858387129,58,38
85,1.70162691215021,-1.95874232706612,-0.455249603896535,0.937769344984658,FALSE,1.04271937935252,62,41
86,2.4045096410418,0.542031524115304,1.64095641789984,2.7247219672353,TRUE,1.16243773460978,62,41
87,-0.20770715964562,-0.934133378827937,-0.0920153953873348,0.685876278479646,TRUE,1.0578850470276,64,42
88,-0.716565042163297,-2.29489787990985,-0.943790636277941,0.196449415962088,TRUE,1.06173812539318,68,45
89,-0.658049368596803,-2.29333725933763,-1.17632399212212,-0.213049157626298,TRUE,1.12078724950339,63,41
90,0.760162240699724,-0.993352821411939,0.400725457477347,1.58156976060623,TRUE,1.02881548986322,58,38
