"run","trend_true","trend_est_q025","trend_est_q500","trend_est_q975","cov","max_Rhat"
118,1.87916549080551,-1.71401582835168,-0.156235200815014,1.38085599974422,FALSE,1.16505112256985
119,0.383949045286669,-1.91143046449231,-0.373839506472412,1.04358963455722,TRUE,1.04143162588635
120,-0.348874221577034,-1.44233092927377,-0.71290770865215,0.089652544164279,TRUE,1.02789113122947
121,0.368271205373771,-0.899131850767213,0.355379108218323,1.4132245695173,TRUE,1.01742123835568
122,-0.0602736226124834,-0.655495352177421,0.152194360436142,1.03751163481235,TRUE,1.05527832836833
123,1.81880774941288,0.0594276384060521,1.17282365345935,2.51193453918786,TRUE,1.04874408286318
124,-0.308388324344766,-1.63248897922497,0.323736820965348,2.21430968020183,TRUE,1.05938427530672
125,-0.346238485620909,-1.44268991481539,-0.677089150330346,0.0347305799231153,TRUE,1.02549520360233
126,0.620055634142869,-1.36136564029202,-0.39534057361944,0.680342527192661,TRUE,1.0241020009959
127,0.100441678698671,-1.04649568392592,-0.00493503390689431,0.923250209785135,TRUE,1.02378743799849
128,1.57681250120587,0.462153771724738,1.79833834479862,2.99348322457907,TRUE,1.01872905927111
129,0.658126271062676,-0.738714341799528,0.227264236237978,1.21346966954061,TRUE,1.02452170258582
130,4.98322790954193,3.2148731662765,4.87043619525996,6.53337210474657,TRUE,1.07446552566199
131,-1.33684632178921,-2.78192975401095,-1.93487341287368,-1.12889616676103,TRUE,1.1162561761091
132,1.85938106577437,-0.613275231946451,0.752510194593903,1.9346790793289,TRUE,1.04324579143809
133,-0.284028798067304,-1.49182736407311,-0.508975661647909,0.481469564623502,TRUE,1.02926876936969
134,-1.77819123587928,-2.59737691474835,-1.52816491023074,-0.507550232565912,TRUE,1.06671438789362
135,-0.544137380247522,-1.3215590319732,-0.428761380420833,0.381683501066092,TRUE,1.06401446662792
136,3.00584314135188,0.974036912857053,1.86551595781318,2.85860698222814,FALSE,1.1553841179788
137,2.423963400939,-0.188489225672601,1.26658110154129,2.84463721624854,TRUE,1.02456692068492
138,3.36266416023761,0.675932037408375,2.59846891040804,4.55914464485317,TRUE,1.04606187629327
139,5.81898098794094,3.02732384068029,4.30075507030191,5.61190775887085,FALSE,1.06453913798327
140,0.528821820553893,-1.13370356780074,-0.110009500787006,1.00042958288437,TRUE,1.0238077991045
141,0.326337502414042,-3.3504016440477,-1.86561161103371,-0.780123752458931,FALSE,1.02681628146411
142,2.33190339496765,-0.449069181224917,2.72269364106255,4.63976828982552,TRUE,1.20137836904109
143,1.61899033539938,0.652321988412338,2.17127530302951,4.09579345783414,TRUE,1.02875638024649
144,-1.96633191955028,-2.56949148087427,-1.76159111953753,-1.04226737245589,TRUE,1.02134644801102
145,4.96046465012778,2.70996917821386,3.88658488430305,5.25998651448745,TRUE,1.01706384076937
146,0.0678371690008062,-1.48610635483922,-0.562922565592189,0.336673545837088,TRUE,1.03768612642884
147,0.945624367804587,0.287376928178696,1.26947937758136,2.1364804363633,TRUE,1.05521224215862
148,5.51364821542335,3.92803768246877,5.06614147864109,6.23329494317804,TRUE,1.02613970693286
149,-0.327097666499498,-2.26424088011769,-0.997040917615433,0.572305359419318,TRUE,1.02785113346215
150,-2.31896229315347,-2.63698363130838,-1.7142522248636,-0.747703683529453,TRUE,1.0226385531657
151,1.05147768854699,0.229043396216564,1.05084725685674,1.85453404774032,TRUE,1.02255069580759
152,2.74644153507817,0.910282976669957,1.95715051441339,2.90214294868103,TRUE,1.04307944125254
153,-2.7432657512021,-3.07964207619018,-1.88885164986822,-0.900408751082576,TRUE,1.02142344691928
154,5.29435461904182,2.04062487998846,3.13923055216769,4.34477497998307,FALSE,1.02646298613952
155,0.431415648350009,-0.744001318482047,0.0757999912053386,0.910650036468256,TRUE,1.01350456098134
156,-0.251856096931224,-2.05505929348227,-0.894549182085241,0.146047508038158,TRUE,1.02945287033375
157,6.16009681172169,0.548502789481389,2.73942705469532,4.59506588441295,FALSE,1.11561422541254
158,-0.0182664832933721,-1.90927956262471,-0.802117322818685,0.245517925463922,TRUE,1.0372613495809
159,-0.967687239492621,-2.06409576925052,-1.20179317743929,-0.486416993336723,TRUE,1.03280085563898
160,3.9460707162045,4.3537615622474,5.82760597827996,7.43503047285226,FALSE,1.04534558998991
161,0.566786092815774,-0.753015898970589,0.653802861296282,1.76986580824204,TRUE,1.14892718663232
162,-1.76319294758411,-3.08874403157138,-1.74510309376554,-0.829387000044292,TRUE,1.04368138735866
163,0.207372043262799,-1.01038477728637,-0.0608428825353224,0.951146675780947,TRUE,1.07463009161187
